City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
653,Bulawayo,ZW,69.37,overcast clouds,-20.15,28.5833,4 On Housman Backpackers
654,Kailua,US,84.18,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
655,Macao,MO,87.6,light rain,22.2006,113.5461,Grand Emperor Hotel
658,San Jose,US,84.88,few clouds,37.3394,-121.895,The Westin San Jose
659,Calamar,CO,78.75,scattered clouds,10.2511,-74.9146,Hostal Katyalex
660,Kapit,MY,82.87,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
661,Panzhihua,CN,76.35,clear sky,26.5851,101.7128,Electric Power Hotel
662,Turaif,SA,68.18,clear sky,31.6725,38.6637,Turaif
663,Puerto Colombia,CO,82.49,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
666,Denpasar,ID,78.46,broken clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
667,Mamit,IN,76.73,scattered clouds,23.9333,92.4833,R.Tlangliana Building
669,Tamiahua,MX,77.63,few clouds,21.2667,-97.45,Mission Of The Sun Hotel
671,Bud,US,69.91,light rain,39.447,-86.1758,Ted McQuinn Trust
674,Ukiah,US,82.29,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
677,Manakara,MG,65.52,few clouds,-22.1333,48.0167,La Residence Manakara
678,Oranjestad,AW,84.15,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
680,Vung Tau,VN,78.19,overcast clouds,10.346,107.0843,Green hotel
681,Ankang,CN,80.37,clear sky,32.68,109.0172,安琪酒店
682,Angoche,MZ,73.09,clear sky,-16.2325,39.9086,Guest House HESADA
683,Cabo Rojo,PR,80.98,overcast clouds,18.0866,-67.1457,Hotel Perichi's
686,Cumana,VE,79.83,broken clouds,10.4635,-64.1775,Posada Acuarela Los Roques
687,Riohacha,CO,80.47,overcast clouds,11.5444,-72.9072,Hotel Taroa
689,Baghdad,IQ,73.31,scattered clouds,33.3406,44.4009,Baghdad Hotel
693,Miandrivazo,MG,75.97,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
696,Āmli,IN,78.39,broken clouds,20.2833,73.0167,Pluz Resort
697,Elizabeth City,US,70.02,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
698,Seoul,KR,78.31,broken clouds,37.5683,126.9778,Lotte Hotel Seoul
699,Bontang,ID,84.61,moderate rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
700,Syracuse,IT,69.85,moderate rain,37.0881,15.2792,Hotel Posta
703,San Ramon,US,86.29,clear sky,37.7799,-121.978,San Ramon Marriott
706,Xushan,CN,81.36,clear sky,30.1764,121.2457,Hangzhou Bay Hotel
708,Safford,US,77.05,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
710,Freeport,US,71.58,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
711,Tandaltī,SD,82.51,overcast clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
714,Hūn,LY,72.5,clear sky,29.1268,15.9477,Alrwasi Hotel
715,Blythe,US,87.03,overcast clouds,33.6103,-114.5964,Rodeway Inn & Suites
718,Erzin,TR,74.12,clear sky,36.9559,36.2,Artemis Otel
719,Hirado,JP,85.39,clear sky,33.3597,129.5531,Samson Hotel
720,Lādnūn,IN,83.01,clear sky,27.65,74.3833,Varsha Sanjay Sadan
721,Port-Gentil,GA,77.47,light rain,-0.7193,8.7815,Fengshui Residence
726,Isla Mujeres,MX,84.25,scattered clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
727,Peniche,PT,69.62,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
729,Umluj,SA,79.41,clear sky,25.0213,37.2685,Moon light Furnished Units
